iter	MultiClass
307	0.2657064692
308	0.2651637751
309	0.2646422775
310	0.2639597295
311	0.2633360748
312	0.2626032639
313	0.262123714
314	0.2616564832
315	0.2612168451
316	0.260575114
317	0.2602165397
318	0.2597504531
319	0.259267981
320	0.2586646938
321	0.2582994951
322	0.2578497966
323	0.2573033994
324	0.2565390993
325	0.2559579828
326	0.2557353455
327	0.2552198332
328	0.25471765
329	0.2544052731
330	0.2539300242
331	0.2533457381
332	0.252575263
333	0.2522867002
334	0.2516421673
335	0.2512634902
336	0.2508985163
337	0.2504928376
338	0.2499007337
339	0.2494487895
340	0.2491968306
341	0.248630687
342	0.2483104117
343	0.2478568879
344	0.2473207051
345	0.2467291132
346	0.246540535
347	0.2461161067
348	0.2456228228
349	0.2452090902
350	0.2450194059
351	0.2445808097
352	0.2441119084
353	0.2434719092
354	0.2429815497
355	0.2425567887
356	0.2419146401
357	0.2416009265
358	0.2410070702
359	0.2403549449
360	0.2400899285
361	0.2396663895
362	0.2393177983
363	0.2389290844
364	0.238542894
365	0.2380637594
366	0.2374678352
367	0.2370842322
368	0.2365437927
369	0.235934961
370	0.2352294236
371	0.234907609
372	0.2344731631
373	0.2341624942
374	0.2337198018
375	0.2334114147
376	0.2330852651
377	0.2327334654
378	0.2320053008
379	0.2317043364
380	0.2311747411
381	0.2308693281
382	0.2304807495
383	0.2299877152
384	0.2295372485
385	0.2292943847
386	0.2288492418
387	0.2281385702
388	0.2276195425
389	0.2273236898
390	0.2269282258
391	0.2265395401
392	0.2259729373
393	0.2256139416
394	0.2252247893
395	0.2250100619
396	0.2247021048
397	0.2245208734
398	0.2241744926
399	0.2237283546
400	0.2233532498
401	0.2229826065
402	0.2226913815
403	0.2220152752
404	0.2215653166
405	0.221231257
406	0.2209097174
407	0.2207037768
408	0.2202670671
409	0.2199126396
410	0.2194502092
411	0.2189925871
412	0.2183968556
413	0.2177482351
414	0.2174744338
415	0.217034758
416	0.2168008026
417	0.2161866443
418	0.2155587435
419	0.2149488164
420	0.2145920015
421	0.2143758698
422	0.2138480751
423	0.213366877
424	0.2130589017
425	0.2126381525
426	0.2123028346
427	0.2119318837
428	0.2114323859
429	0.2109876203
430	0.2104889004
431	0.2100727698
432	0.2094449865
433	0.209163051
434	0.2088936812
435	0.2084709987
436	0.2079847978
437	0.2077744818
438	0.20744725
439	0.207084897
440	0.2066767107
441	0.2063400661
442	0.2056856831
443	0.2053555675
444	0.2050439481
445	0.2049194039
446	0.2046191356
447	0.204250184
448	0.20377109
449	0.2033838685
450	0.2027395613
451	0.202440764
452	0.2021869061
453	0.2017181387
454	0.2013918199
455	0.2011811298
456	0.2008856834
457	0.2005336193
458	0.2001221598
459	0.1995936935
460	0.1994316235
461	0.1989755075
462	0.1984558175
463	0.1981734686
464	0.1977875542
465	0.197503857
466	0.1972449811
467	0.1969221865
468	0.1965854158
469	0.1963415492
470	0.1959838715
471	0.1954890622
472	0.1951449794
473	0.1947672868
474	0.1942237237
475	0.1937760598
476	0.1934748631
477	0.1933575722
478	0.1929118807
479	0.1925822241
480	0.1920684208
481	0.1917701064
482	0.1914717153
483	0.1910663765
484	0.1908340923
485	0.1903936952
486	0.1899663987
487	0.1896469988
488	0.189452861
489	0.1891971007
490	0.1890093241
491	0.1887675364
492	0.1885874069
493	0.1880461329
494	0.1876505016
495	0.1873660303
496	0.1872046393
497	0.186536958
498	0.1862037676
499	0.185967178
500	0.1855980412
501	0.1851885439
502	0.1847725624
503	0.1844228058
504	0.1842361104
505	0.1836957593
506	0.1834691037
507	0.1831956815
508	0.1829597293
509	0.1825555346
510	0.1823161961
511	0.1818240542
512	0.1814750752
513	0.1811826948
514	0.1808351026
515	0.1806572161
516	0.1802519817
517	0.1800504735
518	0.1798006969
519	0.1796534416
520	0.1794903632
521	0.1791846758
522	0.178993657
523	0.1787292818
524	0.178397862
525	0.1779849279
526	0.1776223347
527	0.1773442562
528	0.1771107522
529	0.1768409955
530	0.1765902038
531	0.1760738412
532	0.1757704628
533	0.1755216564
534	0.1752294937
535	0.1750106854
536	0.1747610171
537	0.1744497852
538	0.1739722976
539	0.1737870417
540	0.173190736
541	0.1729948717
542	0.1726434359
543	0.1722351362
544	0.1720167553
545	0.1717802248
546	0.171482803
547	0.1710864698
548	0.1708583545
549	0.1705459691
550	0.1702763019
551	0.1700092832
552	0.1697728497
553	0.1693915723
554	0.1690994637
555	0.1686969572
556	0.1684676883
557	0.1682738086
558	0.1680251452
559	0.1677215003
560	0.1672802393
561	0.1667695621
562	0.1665732101
563	0.1663763819
564	0.1661110437
565	0.1657308462
566	0.1651045175
567	0.1649242112
568	0.1645539089
569	0.1640798494
570	0.1637555725
571	0.1635805156
572	0.1633963901
573	0.1629412766
574	0.1627201827
575	0.1625991621
576	0.1622440104
577	0.1619916502
578	0.1618033092
579	0.161600728
580	0.1612600528
581	0.1609634634
582	0.1607799246
583	0.1606769107
584	0.1603273229
585	0.1600186593
586	0.1598416199
587	0.159592925
588	0.1593967181
589	0.1591722297
590	0.1587797328
591	0.1585801593
592	0.1584579624
593	0.158222038
594	0.1579475526
595	0.1577640961
596	0.1574781446
597	0.1572620207
598	0.1570046443
599	0.1568488546
600	0.1566812787
601	0.1564029527
602	0.1561810305
603	0.1558206058
604	0.155480778
605	0.1551772889
606	0.1549249377
607	0.154728559
608	0.1545033006
609	0.1542412343
610	0.1538676789
611	0.1536186123
612	0.1533341834
613	0.1531469907
614	0.1528793785
615	0.1525829007
616	0.1523535711
617	0.1521436476
618	0.1518441984
619	0.1516801986
620	0.1513778312
621	0.1511276838
622	0.1508099628
623	0.1506157486
624	0.1502949418
625	0.1500796641
626	0.1497887108
627	0.149609046
628	0.1493191791
629	0.1490483919
630	0.1487834356
631	0.1484408316
632	0.1481745221
633	0.1479987025
634	0.1478443521
635	0.147631158
636	0.1474033075
637	0.1472202355
638	0.1470287775
639	0.1467236308
640	0.1466219037
641	0.14640673
642	0.1460351862
643	0.1458275014
644	0.1456066998
645	0.1454161309
646	0.1451355834
647	0.1449179104
648	0.1447155085
649	0.1445056749
650	0.1442356941
651	0.1441024334
652	0.1437802892
653	0.1435778133
654	0.1433445019
655	0.1430582464
656	0.1428381475
657	0.1426012185
658	0.1424504822
659	0.1421336117
660	0.1418866038
661	0.1417286049
662	0.1414769817
663	0.1412563934
664	0.1409690713
665	0.1409146286
666	0.1405815611
667	0.1404349245
668	0.1402014884
669	0.1399530139
670	0.1397929318
671	0.1396027882
672	0.1393179978
673	0.1390558154
674	0.1387456578
675	0.1383696907
676	0.1380865965
677	0.1377986866
678	0.1375033669
679	0.137213931
680	0.1368041936
681	0.136583343
682	0.1362933162
683	0.1361222486
684	0.1360259223
685	0.1358283393
686	0.1356254288
687	0.1355372092
688	0.1352048204
689	0.134965115
690	0.1346307165
691	0.134483285
692	0.1342927448
693	0.1340704523
694	0.1338215385
695	0.1336191635
696	0.1333815157
697	0.1332700011
698	0.1329913442
699	0.1328610367
700	0.1326233668
701	0.1324444363
702	0.1322639935
703	0.1320589722
704	0.1319273014
705	0.1317338471
706	0.1314597572
707	0.1313197378
708	0.1311288055
709	0.13082016
710	0.1306616642
711	0.1305275922
712	0.130398203
713	0.1301875524
714	0.1298360605
715	0.1297386649
716	0.129574266
717	0.1294033092
718	0.1292057574
719	0.1289683736
720	0.1287673071
721	0.1285573449
722	0.128266835
723	0.1281247752
724	0.1280479516
725	0.1279609559
726	0.1277726499
727	0.1275864611
728	0.1274920935
729	0.1272727962
730	0.1271351825
731	0.1269242701
732	0.1266731421
733	0.1264589083
734	0.1262468408
735	0.1260781957
736	0.1258148673
737	0.1256490074
738	0.1255582761
739	0.125353469
740	0.1251720471
741	0.1249035425
742	0.124765125
743	0.1245990097
744	0.1244881169
745	0.1243122788
746	0.1242342029
747	0.1240996156
748	0.1238987248
749	0.123724171
750	0.1235400236
751	0.123235642
752	0.1231348757
753	0.1229528492
754	0.1227933248
755	0.1226963142
756	0.1225390154
757	0.122358677
758	0.1221415535
759	0.1220205074
760	0.1218274039
761	0.1215916959
762	0.1214840333
763	0.1213598614
764	0.1210971953
765	0.1208860336
766	0.1206305487
767	0.1204105606
768	0.12026396
769	0.1201630408
770	0.1199147652
771	0.1198213713
772	0.1196413718
773	0.1195261038
774	0.1192447284
775	0.1191296891
776	0.1189578396
777	0.1187915738
778	0.1187041969
779	0.1185221926
780	0.1181532032
781	0.118039853
782	0.1178941106
783	0.1177151566
784	0.1174998197
785	0.1173156462
786	0.1171042525
787	0.1169935668
788	0.1168887761
789	0.116711651
790	0.1166033431
791	0.1163407251
792	0.1161497127
793	0.1160099801
794	0.1159052277
795	0.1157410236
796	0.1155874144
797	0.115514184
798	0.1153341018
799	0.1152111066
800	0.1151149341
801	0.114939943
802	0.1148003896
803	0.1146063615
804	0.1143674726
805	0.1141378266
806	0.1139279153
807	0.1137094044
808	0.1136645878
809	0.1134716643
810	0.1133136133
811	0.1130540811
812	0.112916975
813	0.1127608153
814	0.1126088272
815	0.1123913464
816	0.112302328
817	0.112155999
818	0.1120204239
819	0.1119123155
820	0.1117525199
821	0.1116601841
822	0.1115553492
823	0.1114399105
824	0.1112267689
825	0.111056393
826	0.1108908821
827	0.1107574025
828	0.1106573302
829	0.1104788314
830	0.1103935319
831	0.110279146
832	0.1101506286
833	0.110056278
834	0.1098682443
835	0.1097603017
836	0.1095789567
837	0.1094595855
838	0.1093018313
839	0.1091905057
840	0.1090238728
841	0.1089673349
842	0.1087800026
843	0.108698906
844	0.1086090482
845	0.1084729609
846	0.1083986998
847	0.1082368202
848	0.1081419488
849	0.1080201651
850	0.1079027842
851	0.1078350275
852	0.1077404987
853	0.1076333054
854	0.1074687789
855	0.1072636917
856	0.1071553483
857	0.1069616538
858	0.1068070632
859	0.1066727025
860	0.1065044961
861	0.1063831869
862	0.1062040033
863	0.1061002306
864	0.1059306289
865	0.1058046972
866	0.1056910883
867	0.1055055581
868	0.1053254066
869	0.1051289591
870	0.1049209247
871	0.1047511375
872	0.104683719
873	0.1045731325
874	0.1044275211
875	0.1043128156
876	0.1040910021
877	0.1040157839
878	0.1039180007
879	0.1037490232
880	0.1036029434
881	0.1034846024
882	0.1033989515
883	0.1032130407
884	0.1030838248
885	0.1028617158
886	0.1026303563
887	0.1025093396
888	0.1023611004
889	0.1022353067
890	0.1021257676
891	0.1019125929
892	0.101725714
893	0.1015468571
894	0.1013777314
895	0.1012472623
896	0.1011238262
897	0.1010059967
898	0.1008440983
899	0.1007000693
900	0.1005985549
901	0.1004966263
902	0.1004167013
903	0.1002858033
904	0.1001607892
905	0.09993494407
906	0.09983311385
907	0.09970371502
908	0.09959140902
909	0.09951758578
910	0.09939128598
911	0.09924870773
912	0.09915667278
913	0.0988729745
914	0.09880687731
915	0.09874204955
916	0.09870209513
917	0.0985955504
918	0.0984546176
919	0.09834261781
920	0.09821871477
921	0.09809774181
922	0.09804112217
923	0.0979262727
924	0.09773372959
925	0.09761629628
926	0.09747510452
927	0.09736958124
928	0.09730019705
929	0.09717982967
930	0.09705409167
931	0.09693676503
932	0.09675709597
933	0.09668955624
934	0.09655390266
935	0.09643672171
936	0.09628982509
937	0.09621837539
938	0.09606899174
939	0.09586303734
940	0.09572696276
941	0.09560544704
942	0.09547186403
943	0.09531071292
944	0.09523118413
945	0.09509910424
946	0.09490171685
947	0.09483306675
948	0.09456770243
949	0.09441575157
950	0.09423725786
951	0.09415370294
952	0.09403667754
953	0.09392053226
954	0.09379136554
955	0.09358798589
956	0.0934942324
957	0.09328860138
958	0.09312581005
959	0.09297311739
960	0.09290911185
961	0.0927610606
962	0.09256307418
963	0.09242327136
964	0.09230451538
965	0.09214440768
966	0.0919979097
967	0.09185947906
968	0.09172018722
969	0.0915947009
970	0.09147416303
971	0.09141477673
972	0.09128338292
973	0.09121276065
974	0.09105275245
975	0.09087779136
976	0.09076213505
977	0.09067432752
978	0.09050683887
979	0.09042231306
980	0.09036088343
981	0.090252342
982	0.09015235521
983	0.0899916837
984	0.08980764931
985	0.08966619694
986	0.08958219966
987	0.08950581977
988	0.08946907065
989	0.08937110432
990	0.08932508347
991	0.08923452456
992	0.08911857502
993	0.08903874287
994	0.08897248837
995	0.08890323167
996	0.08882755794
997	0.08869815441
998	0.08860241811
999	0.08850409142
